analyst_id,series,cntry,year,unemp
PRL47,lfsa_urgan Y25-64 PC T TOTAL,IT,2013,10.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2004,9.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2005,7.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2006,5.5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2007,3.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2008,5.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2009,12.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2010,16.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2011,14.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2012,12.5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LT,2013,11
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2004,4.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2005,3.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2006,3.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2007,3.3
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2008,4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2009,4.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2010,3.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2011,4.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2012,4.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LU,2013,5.3
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2004,10.6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2005,9.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2006,6.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2007,5.5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2008,7.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2009,15.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2010,17.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2011,14.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2012,13.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,LV,2013,11
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2004,4.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2005,4.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2006,4.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2007,4.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2008,4.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2009,5.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2010,5.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2011,5.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2012,4.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,MT,2013,5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2004,4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2005,4.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2006,4.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2007,3.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2008,2.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2009,3.3
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2010,3.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2011,4.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2012,4.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,NL,2013,6.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2004,16.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2005,15.3
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2006,11.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2007,8.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2008,6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2009,6.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2010,8.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2011,8.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2012,8.6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PL,2013,8.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2004,5.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2005,7.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2006,7.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2007,7.6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2008,7.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2009,9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2010,10.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2011,11.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2012,14.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,PT,2013,15.3
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2004,6.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2005,5.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2006,6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2007,5.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2008,4.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2009,5.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2010,5.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2011,5.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2012,5.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,RO,2013,6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2004,5.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2005,5.6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2006,5.1
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2007,4.3
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2008,4.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2009,6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2010,6.3
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2011,5.6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2012,5.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SE,2013,5.9
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2004,5.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2005,5.5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2006,5.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2007,4.3
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2008,3.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2009,5.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2010,6.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2011,7.6
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2012,8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SI,2013,9.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2004,16.5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2005,14.4
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2006,11.7
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2007,10
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2008,8.5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2009,10.5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2010,12.5
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2011,11.8
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2012,12.2
PRL47,lfsa_urgan Y25-64 PC T TOTAL,SK,2013,12.6
