cell,rows,fitted,derived,has_mi,has_beta,bytes
mpos__unemp__other__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,36729
mpos__unemp__other__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,36934
mpos__unemp__other__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30239
mpos__unemp__other__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30214
mpos__unemp__other__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,30117
mpos__unemp__other__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,30235
mpos__unemp__other__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36442
mpos__unemp__other__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36558
mpos__unemp__other__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,36506
mpos__unemp__other__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,37025
mpos__unemp__other__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,36563
mpos__unemp__other__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,36519
mpos__unemp__other__fe_twoway__all__none,732,492,240,TRUE,TRUE,36515
mpos__unemp__other__fe_twoway__all__pop,732,492,240,TRUE,TRUE,37019
mpos__unemp__other__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36792
mpos__unemp__other__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36762
mpos__unemp__other__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,36844
mpos__unemp__other__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,36790
mpos__unemp__other__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,36837
mpos__unemp__other__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,36735
mpos__unemp__other__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,36727
mpos__unemp__other__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,36807
mpos__unemp__other__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30432
mpos__unemp__other__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30498
mpos__unemp__other__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,30416
mpos__unemp__other__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,30346
mpos__unemp__other__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36168
mpos__unemp__other__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36168
mpos__unemp__other__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,36460
mpos__unemp__other__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,36608
mpos__unemp__other__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,36600
mpos__unemp__other__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,36565
mpos__unemp__other__pooled_cl__all__none,732,492,240,TRUE,TRUE,36747
mpos__unemp__other__pooled_cl__all__pop,732,492,240,TRUE,TRUE,36783
mpos__unemp__other__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36721
mpos__unemp__other__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36727
mpos__unemp__other__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,36755
mpos__unemp__other__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,36831
mpos__unemp__other__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,36896
mpos__unemp__other__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,36922
mpos__unemp__other__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,36863
mpos__unemp__other__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,36875
mpos__unemp__other__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30450
mpos__unemp__other__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30480
mpos__unemp__other__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,30382
mpos__unemp__other__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,30415
mpos__unemp__other__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36895
mpos__unemp__other__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36856
mpos__unemp__other__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,36900
mpos__unemp__other__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,37097
mpos__unemp__other__re__all__none,732,492,240,TRUE,TRUE,36316
mpos__unemp__other__re__no_GR_ES__none,732,492,240,TRUE,TRUE,36354
mpos__unemp__other__re__no_bailout__none,732,492,240,TRUE,TRUE,36248
mpos__unemp__other__re__y2004_2008__none,732,396,240,TRUE,TRUE,29811
mpos__unemp__other__re__y2009_2013__none,732,492,240,TRUE,TRUE,36134
mutil__growth__none__fe_country__all__n_cell,148,100,48,FALSE,TRUE,6628
mutil__growth__none__fe_country__all__n_eff,148,100,48,FALSE,TRUE,6671
mutil__growth__none__fe_country__all__none,148,100,48,FALSE,TRUE,6644
mutil__growth__none__fe_country__all__pop,148,100,48,FALSE,TRUE,6683
mutil__growth__none__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6693
mutil__growth__none__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6704
mutil__growth__none__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,6681
mutil__growth__none__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,6666
mutil__growth__none__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,6687
mutil__growth__none__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,6677
mutil__growth__none__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,6689
mutil__growth__none__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,6756
mutil__growth__none__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6708
mutil__growth__none__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6740
mutil__growth__none__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,6640
mutil__growth__none__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,6630
mutil__growth__none__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6828
mutil__growth__none__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6842
mutil__growth__none__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,6687
mutil__growth__none__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,6632
mutil__growth__none__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,6654
mutil__growth__none__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,6661
mutil__growth__none__fe_twoway__all__none,148,100,48,FALSE,TRUE,6654
mutil__growth__none__fe_twoway__all__pop,148,100,48,FALSE,TRUE,6693
mutil__growth__none__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6685
mutil__growth__none__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6668
mutil__growth__none__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,6689
mutil__growth__none__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,6692
mutil__growth__none__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,6668
mutil__growth__none__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,6633
mutil__growth__none__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,6649
mutil__growth__none__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,6644
mutil__growth__none__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6682
mutil__growth__none__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6688
mutil__growth__none__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,6677
mutil__growth__none__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,6575
mutil__growth__none__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6655
mutil__growth__none__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6653
mutil__growth__none__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,6571
mutil__growth__none__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,6626
mutil__growth__none__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6629
mutil__growth__none__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,6600
mutil__growth__none__pooled_cl__all__none,148,100,48,FALSE,TRUE,6615
mutil__growth__none__pooled_cl__all__pop,148,100,48,FALSE,TRUE,6605
mutil__growth__none__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6648
mutil__growth__none__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6632
mutil__growth__none__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,6629
mutil__growth__none__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,6645
mutil__growth__none__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,6653
mutil__growth__none__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,6634
mutil__growth__none__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,6597
mutil__growth__none__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,6691
mutil__growth__none__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6619
mutil__growth__none__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6595
mutil__growth__none__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,6601
mutil__growth__none__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,6695
mutil__growth__none__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6778
mutil__growth__none__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6810
mutil__growth__none__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,6775
mutil__growth__none__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,6615
mutil__growth__none__re__all__none,148,100,48,FALSE,TRUE,6569
mutil__growth__none__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6555
mutil__growth__none__re__no_bailout__none,148,100,48,FALSE,TRUE,6537
mutil__growth__none__re__y2004_2008__none,148,100,48,FALSE,TRUE,6518
mutil__growth__none__re__y2009_2013__none,148,100,48,FALSE,TRUE,6493
mutil__growth__other__fe_country__all__n_cell,148,100,48,FALSE,TRUE,6636
mutil__growth__other__fe_country__all__n_eff,148,100,48,FALSE,TRUE,6652
mutil__growth__other__fe_country__all__none,148,100,48,FALSE,TRUE,6629
mutil__growth__other__fe_country__all__pop,148,100,48,FALSE,TRUE,6699
mutil__growth__other__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6733
mutil__growth__other__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6730
mutil__growth__other__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,6700
mutil__growth__other__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,6714
mutil__growth__other__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,6681
mutil__growth__other__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,6685
mutil__growth__other__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,6666
mutil__growth__other__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,6737
mutil__growth__other__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6592
mutil__growth__other__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6614
mutil__growth__other__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,6619
mutil__growth__other__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,6702
mutil__growth__other__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6799
mutil__growth__other__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6811
mutil__growth__other__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,6740
mutil__growth__other__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,6654
mutil__growth__other__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,6684
mutil__growth__other__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,6649
mutil__growth__other__fe_twoway__all__none,148,100,48,FALSE,TRUE,6664
mutil__growth__other__fe_twoway__all__pop,148,100,48,FALSE,TRUE,6637
mutil__growth__other__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6719
mutil__growth__other__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6723
mutil__growth__other__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,6683
mutil__growth__other__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,6654
mutil__growth__other__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,6689
mutil__growth__other__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,6688
mutil__growth__other__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,6725
mutil__growth__other__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,6641
mutil__growth__other__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6664
mutil__growth__other__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6640
mutil__growth__other__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,6731
mutil__growth__other__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,6582
mutil__growth__other__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6779
mutil__growth__other__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6789
mutil__growth__other__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,6734
mutil__growth__other__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,6699
mutil__growth__other__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6615
mutil__growth__other__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,6601
mutil__growth__other__pooled_cl__all__none,148,100,48,FALSE,TRUE,6642
mutil__growth__other__pooled_cl__all__pop,148,100,48,FALSE,TRUE,6643
mutil__growth__other__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6655
mutil__growth__other__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6632
mutil__growth__other__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,6650
mutil__growth__other__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,6670
mutil__growth__other__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,6651
mutil__growth__other__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,6686
mutil__growth__other__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,6607
mutil__growth__other__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,6710
mutil__growth__other__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6599
mutil__growth__other__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6617
mutil__growth__other__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,6601
mutil__growth__other__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,6642
mutil__growth__other__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6781
mutil__growth__other__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6803
mutil__growth__other__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,6789
mutil__growth__other__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,6579
mutil__growth__other__re__all__none,148,100,48,FALSE,TRUE,6507
mutil__growth__other__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6566
mutil__growth__other__re__no_bailout__none,148,100,48,FALSE,TRUE,6505
mutil__growth__other__re__y2004_2008__none,148,100,48,FALSE,TRUE,6495
mutil__growth__other__re__y2009_2013__none,148,100,48,FALSE,TRUE,6591
mutil__unemp__none__fe_country__all__n_cell,732,492,240,TRUE,TRUE,36341
mutil__unemp__none__fe_country__all__n_eff,732,492,240,TRUE,TRUE,36353
mutil__unemp__none__fe_country__all__none,732,492,240,TRUE,TRUE,36295
mutil__unemp__none__fe_country__all__pop,732,492,240,TRUE,TRUE,36921
mutil__unemp__none__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36639
mutil__unemp__none__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36618
mutil__unemp__none__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,36511
mutil__unemp__none__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,36810
mutil__unemp__none__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,36666
mutil__unemp__none__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,36625
mutil__unemp__none__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,36413
mutil__unemp__none__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,36872
mutil__unemp__none__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30075
mutil__unemp__none__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30075
mutil__unemp__none__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,30126
mutil__unemp__none__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,30160
mutil__unemp__none__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36144
mutil__unemp__none__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36200
mutil__unemp__none__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,36390
mutil__unemp__none__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,36796
mutil__unemp__none__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,36419
mutil__unemp__none__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,36462
mutil__unemp__none__fe_twoway__all__none,732,492,240,TRUE,TRUE,36432
mutil__unemp__none__fe_twoway__all__pop,732,492,240,TRUE,TRUE,36557
mutil__unemp__none__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36532
mutil__unemp__none__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36586
mutil__unemp__none__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,36447
mutil__unemp__none__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,36720
mutil__unemp__none__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,36460
mutil__unemp__none__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,36437
mutil__unemp__none__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,36241
mutil__unemp__none__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,36799
mutil__unemp__none__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30079
mutil__unemp__none__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30076
mutil__unemp__none__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,30161
mutil__unemp__none__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,30361
mutil__unemp__none__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,35894
mutil__unemp__none__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,35881
mutil__unemp__none__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,36165
mutil__unemp__none__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,36446
mutil__unemp__none__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,36581
mutil__unemp__none__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,36652
mutil__unemp__none__pooled_cl__all__none,732,492,240,TRUE,TRUE,36542
mutil__unemp__none__pooled_cl__all__pop,732,492,240,TRUE,TRUE,36520
mutil__unemp__none__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36908
mutil__unemp__none__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36795
mutil__unemp__none__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,36729
mutil__unemp__none__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,36677
mutil__unemp__none__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,36673
mutil__unemp__none__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,36610
mutil__unemp__none__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,36631
mutil__unemp__none__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,36773
mutil__unemp__none__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30434
mutil__unemp__none__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30508
mutil__unemp__none__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,30336
mutil__unemp__none__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,30400
mutil__unemp__none__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36740
mutil__unemp__none__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36881
mutil__unemp__none__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,36640
mutil__unemp__none__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,36782
mutil__unemp__none__re__all__none,732,492,240,TRUE,TRUE,36037
mutil__unemp__none__re__no_GR_ES__none,732,492,240,TRUE,TRUE,36127
mutil__unemp__none__re__no_bailout__none,732,492,240,TRUE,TRUE,36200
mutil__unemp__none__re__y2004_2008__none,732,396,240,TRUE,TRUE,29701
mutil__unemp__none__re__y2009_2013__none,732,492,240,TRUE,TRUE,35923
mutil__unemp__other__fe_country__all__n_cell,732,492,240,TRUE,TRUE,36448
mutil__unemp__other__fe_country__all__n_eff,732,492,240,TRUE,TRUE,36456
mutil__unemp__other__fe_country__all__none,732,492,240,TRUE,TRUE,36258
mutil__unemp__other__fe_country__all__pop,732,492,240,TRUE,TRUE,36664
mutil__unemp__other__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36639
mutil__unemp__other__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36546
mutil__unemp__other__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,36584
mutil__unemp__other__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,37001
mutil__unemp__other__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,36718
mutil__unemp__other__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,36688
mutil__unemp__other__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,36513
mutil__unemp__other__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,36875
mutil__unemp__other__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30192
mutil__unemp__other__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30138
mutil__unemp__other__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,30244
mutil__unemp__other__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,30206
mutil__unemp__other__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36212
mutil__unemp__other__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36275
mutil__unemp__other__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,36395
mutil__unemp__other__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,36675
mutil__unemp__other__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,36577
mutil__unemp__other__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,36623
mutil__unemp__other__fe_twoway__all__none,732,492,240,TRUE,TRUE,36803
mutil__unemp__other__fe_twoway__all__pop,732,492,240,TRUE,TRUE,36680
mutil__unemp__other__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36603
mutil__unemp__other__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36652
mutil__unemp__other__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,36541
mutil__unemp__other__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,36883
mutil__unemp__other__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,36560
mutil__unemp__other__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,36550
mutil__unemp__other__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,36396
mutil__unemp__other__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,36997
mutil__unemp__other__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30029
mutil__unemp__other__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30015
mutil__unemp__other__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,30070
mutil__unemp__other__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,30192
mutil__unemp__other__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,35651
mutil__unemp__other__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,35752
mutil__unemp__other__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,35995
mutil__unemp__other__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,36400
mutil__unemp__other__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,36599
mutil__unemp__other__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,36562
mutil__unemp__other__pooled_cl__all__none,732,492,240,TRUE,TRUE,36347
mutil__unemp__other__pooled_cl__all__pop,732,492,240,TRUE,TRUE,36642
mutil__unemp__other__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,36728
mutil__unemp__other__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,36750
mutil__unemp__other__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,36529
mutil__unemp__other__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,36715
mutil__unemp__other__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,36590
mutil__unemp__other__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,36535
mutil__unemp__other__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,36645
mutil__unemp__other__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,36841
mutil__unemp__other__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30330
mutil__unemp__other__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30336
mutil__unemp__other__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,30394
mutil__unemp__other__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,30268
mutil__unemp__other__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,36728
mutil__unemp__other__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,36831
mutil__unemp__other__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,36563
mutil__unemp__other__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,36814
mutil__unemp__other__re__all__none,732,492,240,TRUE,TRUE,36042
mutil__unemp__other__re__no_GR_ES__none,732,492,240,TRUE,TRUE,36018
mutil__unemp__other__re__no_bailout__none,732,492,240,TRUE,TRUE,36026
mutil__unemp__other__re__y2004_2008__none,732,396,240,TRUE,TRUE,29652
mutil__unemp__other__re__y2009_2013__none,732,492,240,TRUE,TRUE,36011
