cell,rows,fitted,derived,has_mi,has_beta,bytes
mlib__growth__other__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,6719
mlib__growth__other__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,6734
mlib__growth__other__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,6741
mlib__growth__other__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,6494
mlib__growth__other__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6526
mlib__growth__other__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6551
mlib__growth__other__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,6551
mlib__growth__other__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,6444
mlib__growth__other__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6591
mlib__growth__other__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6632
mlib__growth__other__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,6604
mlib__growth__other__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,6608
mlib__growth__other__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6319
mlib__growth__other__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,6364
mlib__growth__other__pooled_cl__all__none,148,100,48,FALSE,TRUE,6375
mlib__growth__other__pooled_cl__all__pop,148,100,48,FALSE,TRUE,6453
mlib__growth__other__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,6448
mlib__growth__other__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,6446
mlib__growth__other__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,6402
mlib__growth__other__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,6550
mlib__growth__other__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,6512
mlib__growth__other__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,6516
mlib__growth__other__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,6447
mlib__growth__other__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,6534
mlib__growth__other__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,6537
mlib__growth__other__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,6543
mlib__growth__other__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,6517
mlib__growth__other__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,6553
mlib__growth__other__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,6577
mlib__growth__other__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,6592
mlib__growth__other__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,6546
mlib__growth__other__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,6387
mlib__growth__other__re__all__none,148,100,48,FALSE,TRUE,6438
mlib__growth__other__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6473
mlib__growth__other__re__no_bailout__none,148,100,48,FALSE,TRUE,6475
mlib__growth__other__re__y2004_2008__none,148,100,48,FALSE,TRUE,6476
mlib__growth__other__re__y2009_2013__none,148,100,48,FALSE,TRUE,6397
mlib__unemp__none__fe_country__all__n_cell,732,492,240,TRUE,TRUE,37043
mlib__unemp__none__fe_country__all__n_eff,732,492,240,TRUE,TRUE,37088
mlib__unemp__none__fe_country__all__none,732,492,240,TRUE,TRUE,37105
mlib__unemp__none__fe_country__all__pop,732,492,240,TRUE,TRUE,37607
mlib__unemp__none__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,37382
mlib__unemp__none__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,37330
mlib__unemp__none__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,37135
mlib__unemp__none__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,37308
mlib__unemp__none__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,37184
mlib__unemp__none__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,37151
mlib__unemp__none__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,37178
mlib__unemp__none__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,37277
mlib__unemp__none__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30794
mlib__unemp__none__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30882
mlib__unemp__none__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,30753
mlib__unemp__none__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,30917
mlib__unemp__none__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,37021
mlib__unemp__none__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,37038
mlib__unemp__none__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,36939
mlib__unemp__none__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,37548
mlib__unemp__none__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,37169
mlib__unemp__none__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,37139
mlib__unemp__none__fe_twoway__all__none,732,492,240,TRUE,TRUE,37029
mlib__unemp__none__fe_twoway__all__pop,732,492,240,TRUE,TRUE,37441
mlib__unemp__none__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,37197
mlib__unemp__none__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,37277
mlib__unemp__none__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,37345
mlib__unemp__none__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,37534
mlib__unemp__none__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,37151
mlib__unemp__none__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,37123
mlib__unemp__none__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,37029
mlib__unemp__none__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,37409
mlib__unemp__none__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30180
mlib__unemp__none__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30172
mlib__unemp__none__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,30010
mlib__unemp__none__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,30806
mlib__unemp__none__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,37025
mlib__unemp__none__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,37134
mlib__unemp__none__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,37078
mlib__unemp__none__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,37270
mlib__unemp__none__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,37078
mlib__unemp__none__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,37131
mlib__unemp__none__pooled_cl__all__none,732,492,240,TRUE,TRUE,37273
mlib__unemp__none__pooled_cl__all__pop,732,492,240,TRUE,TRUE,37373
mlib__unemp__none__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,37150
mlib__unemp__none__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,37137
mlib__unemp__none__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,37312
mlib__unemp__none__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,37379
mlib__unemp__none__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,37240
mlib__unemp__none__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,37209
mlib__unemp__none__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,37177
mlib__unemp__none__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,37509
mlib__unemp__none__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30646
mlib__unemp__none__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30676
mlib__unemp__none__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,30650
mlib__unemp__none__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,30961
mlib__unemp__none__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,37208
mlib__unemp__none__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,37170
mlib__unemp__none__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,37084
mlib__unemp__none__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,37645
mlib__unemp__none__re__all__none,732,492,240,TRUE,TRUE,37030
mlib__unemp__none__re__no_GR_ES__none,732,492,240,TRUE,TRUE,36869
mlib__unemp__none__re__no_bailout__none,732,492,240,TRUE,TRUE,36798
mlib__unemp__none__re__y2004_2008__none,732,396,240,TRUE,TRUE,30350
mlib__unemp__none__re__y2009_2013__none,732,492,240,TRUE,TRUE,36345
mlib__unemp__other__fe_country__all__n_cell,732,492,240,TRUE,TRUE,37186
mlib__unemp__other__fe_country__all__n_eff,732,492,240,TRUE,TRUE,37174
mlib__unemp__other__fe_country__all__none,732,492,240,TRUE,TRUE,37191
mlib__unemp__other__fe_country__all__pop,732,492,240,TRUE,TRUE,37631
mlib__unemp__other__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,37361
mlib__unemp__other__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,37325
mlib__unemp__other__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,36992
mlib__unemp__other__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,37390
mlib__unemp__other__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,37207
mlib__unemp__other__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,37207
mlib__unemp__other__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,37007
mlib__unemp__other__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,37366
mlib__unemp__other__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30833
mlib__unemp__other__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30874
mlib__unemp__other__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,30759
mlib__unemp__other__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,30924
mlib__unemp__other__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,37129
mlib__unemp__other__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,37057
mlib__unemp__other__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,37086
mlib__unemp__other__fe_country__y2009_2013__pop,732,492,240,TRUE,TRUE,37662
mlib__unemp__other__fe_twoway__all__n_cell,732,492,240,TRUE,TRUE,37322
mlib__unemp__other__fe_twoway__all__n_eff,732,492,240,TRUE,TRUE,37260
mlib__unemp__other__fe_twoway__all__none,732,492,240,TRUE,TRUE,37005
mlib__unemp__other__fe_twoway__all__pop,732,492,240,TRUE,TRUE,37425
mlib__unemp__other__fe_twoway__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,37123
mlib__unemp__other__fe_twoway__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,37142
mlib__unemp__other__fe_twoway__no_GR_ES__none,732,492,240,TRUE,TRUE,37393
mlib__unemp__other__fe_twoway__no_GR_ES__pop,732,492,240,TRUE,TRUE,37565
mlib__unemp__other__fe_twoway__no_bailout__n_cell,732,492,240,TRUE,TRUE,37127
mlib__unemp__other__fe_twoway__no_bailout__n_eff,732,492,240,TRUE,TRUE,37138
mlib__unemp__other__fe_twoway__no_bailout__none,732,492,240,TRUE,TRUE,36881
mlib__unemp__other__fe_twoway__no_bailout__pop,732,492,240,TRUE,TRUE,37476
mlib__unemp__other__fe_twoway__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30378
mlib__unemp__other__fe_twoway__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30443
mlib__unemp__other__fe_twoway__y2004_2008__none,732,396,240,TRUE,TRUE,30429
mlib__unemp__other__fe_twoway__y2004_2008__pop,732,396,240,TRUE,TRUE,30725
mlib__unemp__other__fe_twoway__y2009_2013__n_cell,732,492,240,TRUE,TRUE,37132
mlib__unemp__other__fe_twoway__y2009_2013__n_eff,732,492,240,TRUE,TRUE,37101
mlib__unemp__other__fe_twoway__y2009_2013__none,732,492,240,TRUE,TRUE,37074
mlib__unemp__other__fe_twoway__y2009_2013__pop,732,492,240,TRUE,TRUE,37307
mlib__unemp__other__pooled_cl__all__n_cell,732,492,240,TRUE,TRUE,37084
mlib__unemp__other__pooled_cl__all__n_eff,732,492,240,TRUE,TRUE,37111
mlib__unemp__other__pooled_cl__all__none,732,492,240,TRUE,TRUE,37101
mlib__unemp__other__pooled_cl__all__pop,732,492,240,TRUE,TRUE,37314
mlib__unemp__other__pooled_cl__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,37214
mlib__unemp__other__pooled_cl__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,37215
mlib__unemp__other__pooled_cl__no_GR_ES__none,732,492,240,TRUE,TRUE,37203
mlib__unemp__other__pooled_cl__no_GR_ES__pop,732,492,240,TRUE,TRUE,37465
mlib__unemp__other__pooled_cl__no_bailout__n_cell,732,492,240,TRUE,TRUE,37192
mlib__unemp__other__pooled_cl__no_bailout__n_eff,732,492,240,TRUE,TRUE,37176
mlib__unemp__other__pooled_cl__no_bailout__none,732,492,240,TRUE,TRUE,37269
mlib__unemp__other__pooled_cl__no_bailout__pop,732,492,240,TRUE,TRUE,37532
mlib__unemp__other__pooled_cl__y2004_2008__n_cell,732,396,240,TRUE,TRUE,30655
mlib__unemp__other__pooled_cl__y2004_2008__n_eff,732,396,240,TRUE,TRUE,30636
mlib__unemp__other__pooled_cl__y2004_2008__none,732,396,240,TRUE,TRUE,30720
mlib__unemp__other__pooled_cl__y2004_2008__pop,732,396,240,TRUE,TRUE,31032
mlib__unemp__other__pooled_cl__y2009_2013__n_cell,732,492,240,TRUE,TRUE,37165
mlib__unemp__other__pooled_cl__y2009_2013__n_eff,732,492,240,TRUE,TRUE,37229
mlib__unemp__other__pooled_cl__y2009_2013__none,732,492,240,TRUE,TRUE,37186
mlib__unemp__other__pooled_cl__y2009_2013__pop,732,492,240,TRUE,TRUE,37611
mlib__unemp__other__re__all__none,732,492,240,TRUE,TRUE,36868
mlib__unemp__other__re__no_GR_ES__none,732,492,240,TRUE,TRUE,36690
mlib__unemp__other__re__no_bailout__none,732,492,240,TRUE,TRUE,36529
mlib__unemp__other__re__y2004_2008__none,732,396,240,TRUE,TRUE,30324
mlib__unemp__other__re__y2009_2013__none,732,492,240,TRUE,TRUE,36365
mneg__growth__none__fe_country__all__n_cell,148,100,48,FALSE,TRUE,7248
mneg__growth__none__fe_country__all__n_eff,148,100,48,FALSE,TRUE,7204
mneg__growth__none__fe_country__all__none,148,100,48,FALSE,TRUE,7243
mneg__growth__none__fe_country__all__pop,148,100,48,FALSE,TRUE,7185
mneg__growth__none__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,7294
mneg__growth__none__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,7286
mneg__growth__none__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,7267
mneg__growth__none__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,7203
mneg__growth__none__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,7235
mneg__growth__none__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,7258
mneg__growth__none__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,7239
mneg__growth__none__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,7136
mneg__growth__none__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,7168
mneg__growth__none__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,7154
mneg__growth__none__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,7128
mneg__growth__none__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,7110
mneg__growth__none__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,7269
mneg__growth__none__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,7272
mneg__growth__none__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,7097
mneg__growth__none__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,7021
mneg__growth__none__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,7153
mneg__growth__none__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,7160
mneg__growth__none__fe_twoway__all__none,148,100,48,FALSE,TRUE,7137
mneg__growth__none__fe_twoway__all__pop,148,100,48,FALSE,TRUE,7093
mneg__growth__none__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,7222
mneg__growth__none__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,7204
mneg__growth__none__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,7193
mneg__growth__none__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,7153
mneg__growth__none__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,7257
mneg__growth__none__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,7295
mneg__growth__none__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,7278
mneg__growth__none__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,7180
mneg__growth__none__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,7163
mneg__growth__none__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,7183
mneg__growth__none__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,7227
mneg__growth__none__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,7105
mneg__growth__none__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,7160
mneg__growth__none__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,7158
mneg__growth__none__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,7103
mneg__growth__none__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,7162
mneg__growth__none__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6956
mneg__growth__none__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,6969
mneg__growth__none__pooled_cl__all__none,148,100,48,FALSE,TRUE,6930
mneg__growth__none__pooled_cl__all__pop,148,100,48,FALSE,TRUE,7159
mneg__growth__none__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,7005
mneg__growth__none__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,7027
mneg__growth__none__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,7036
mneg__growth__none__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,7135
mneg__growth__none__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,7098
mneg__growth__none__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,7075
mneg__growth__none__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,7075
mneg__growth__none__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,7247
mneg__growth__none__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,7148
mneg__growth__none__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,7133
mneg__growth__none__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,7076
mneg__growth__none__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,7145
mneg__growth__none__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,7233
mneg__growth__none__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,7262
mneg__growth__none__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,7257
mneg__growth__none__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,7054
mneg__growth__none__re__all__none,148,100,48,FALSE,TRUE,7106
mneg__growth__none__re__no_GR_ES__none,148,100,48,FALSE,TRUE,7117
mneg__growth__none__re__no_bailout__none,148,100,48,FALSE,TRUE,7030
mneg__growth__none__re__y2004_2008__none,148,100,48,FALSE,TRUE,6964
mneg__growth__none__re__y2009_2013__none,148,100,48,FALSE,TRUE,6933
mneg__growth__other__fe_country__all__n_cell,148,100,48,FALSE,TRUE,7084
mneg__growth__other__fe_country__all__n_eff,148,100,48,FALSE,TRUE,7080
mneg__growth__other__fe_country__all__none,148,100,48,FALSE,TRUE,7172
mneg__growth__other__fe_country__all__pop,148,100,48,FALSE,TRUE,7186
mneg__growth__other__fe_country__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,7196
mneg__growth__other__fe_country__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,7166
mneg__growth__other__fe_country__no_GR_ES__none,148,100,48,FALSE,TRUE,7180
mneg__growth__other__fe_country__no_GR_ES__pop,148,100,48,FALSE,TRUE,7230
mneg__growth__other__fe_country__no_bailout__n_cell,148,100,48,FALSE,TRUE,7241
mneg__growth__other__fe_country__no_bailout__n_eff,148,100,48,FALSE,TRUE,7278
mneg__growth__other__fe_country__no_bailout__none,148,100,48,FALSE,TRUE,7209
mneg__growth__other__fe_country__no_bailout__pop,148,100,48,FALSE,TRUE,7205
mneg__growth__other__fe_country__y2004_2008__n_cell,148,100,48,FALSE,TRUE,7184
mneg__growth__other__fe_country__y2004_2008__n_eff,148,100,48,FALSE,TRUE,7197
mneg__growth__other__fe_country__y2004_2008__none,148,100,48,FALSE,TRUE,7191
mneg__growth__other__fe_country__y2004_2008__pop,148,100,48,FALSE,TRUE,7106
mneg__growth__other__fe_country__y2009_2013__n_cell,148,100,48,FALSE,TRUE,7237
mneg__growth__other__fe_country__y2009_2013__n_eff,148,100,48,FALSE,TRUE,7287
mneg__growth__other__fe_country__y2009_2013__none,148,100,48,FALSE,TRUE,7078
mneg__growth__other__fe_country__y2009_2013__pop,148,100,48,FALSE,TRUE,7129
mneg__growth__other__fe_twoway__all__n_cell,148,100,48,FALSE,TRUE,7068
mneg__growth__other__fe_twoway__all__n_eff,148,100,48,FALSE,TRUE,7048
mneg__growth__other__fe_twoway__all__none,148,100,48,FALSE,TRUE,7049
mneg__growth__other__fe_twoway__all__pop,148,100,48,FALSE,TRUE,7078
mneg__growth__other__fe_twoway__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,7156
mneg__growth__other__fe_twoway__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,7147
mneg__growth__other__fe_twoway__no_GR_ES__none,148,100,48,FALSE,TRUE,7070
mneg__growth__other__fe_twoway__no_GR_ES__pop,148,100,48,FALSE,TRUE,7196
mneg__growth__other__fe_twoway__no_bailout__n_cell,148,100,48,FALSE,TRUE,7276
mneg__growth__other__fe_twoway__no_bailout__n_eff,148,100,48,FALSE,TRUE,7253
mneg__growth__other__fe_twoway__no_bailout__none,148,100,48,FALSE,TRUE,7332
mneg__growth__other__fe_twoway__no_bailout__pop,148,100,48,FALSE,TRUE,7206
mneg__growth__other__fe_twoway__y2004_2008__n_cell,148,100,48,FALSE,TRUE,7123
mneg__growth__other__fe_twoway__y2004_2008__n_eff,148,100,48,FALSE,TRUE,7089
mneg__growth__other__fe_twoway__y2004_2008__none,148,100,48,FALSE,TRUE,7042
mneg__growth__other__fe_twoway__y2004_2008__pop,148,100,48,FALSE,TRUE,7125
mneg__growth__other__fe_twoway__y2009_2013__n_cell,148,100,48,FALSE,TRUE,7198
mneg__growth__other__fe_twoway__y2009_2013__n_eff,148,100,48,FALSE,TRUE,7203
mneg__growth__other__fe_twoway__y2009_2013__none,148,100,48,FALSE,TRUE,7209
mneg__growth__other__fe_twoway__y2009_2013__pop,148,100,48,FALSE,TRUE,7176
mneg__growth__other__pooled_cl__all__n_cell,148,100,48,FALSE,TRUE,6980
mneg__growth__other__pooled_cl__all__n_eff,148,100,48,FALSE,TRUE,7002
mneg__growth__other__pooled_cl__all__none,148,100,48,FALSE,TRUE,6922
mneg__growth__other__pooled_cl__all__pop,148,100,48,FALSE,TRUE,7091
mneg__growth__other__pooled_cl__no_GR_ES__n_cell,148,100,48,FALSE,TRUE,7094
mneg__growth__other__pooled_cl__no_GR_ES__n_eff,148,100,48,FALSE,TRUE,7124
mneg__growth__other__pooled_cl__no_GR_ES__none,148,100,48,FALSE,TRUE,7050
mneg__growth__other__pooled_cl__no_GR_ES__pop,148,100,48,FALSE,TRUE,7199
mneg__growth__other__pooled_cl__no_bailout__n_cell,148,100,48,FALSE,TRUE,7105
mneg__growth__other__pooled_cl__no_bailout__n_eff,148,100,48,FALSE,TRUE,7092
mneg__growth__other__pooled_cl__no_bailout__none,148,100,48,FALSE,TRUE,7067
mneg__growth__other__pooled_cl__no_bailout__pop,148,100,48,FALSE,TRUE,7135
mneg__growth__other__pooled_cl__y2004_2008__n_cell,148,100,48,FALSE,TRUE,7179
mneg__growth__other__pooled_cl__y2004_2008__n_eff,148,100,48,FALSE,TRUE,7164
mneg__growth__other__pooled_cl__y2004_2008__none,148,100,48,FALSE,TRUE,7093
mneg__growth__other__pooled_cl__y2004_2008__pop,148,100,48,FALSE,TRUE,7133
mneg__growth__other__pooled_cl__y2009_2013__n_cell,148,100,48,FALSE,TRUE,7109
mneg__growth__other__pooled_cl__y2009_2013__n_eff,148,100,48,FALSE,TRUE,7103
mneg__growth__other__pooled_cl__y2009_2013__none,148,100,48,FALSE,TRUE,7134
mneg__growth__other__pooled_cl__y2009_2013__pop,148,100,48,FALSE,TRUE,7075
mneg__growth__other__re__all__none,148,100,48,FALSE,TRUE,7025
mneg__growth__other__re__no_GR_ES__none,148,100,48,FALSE,TRUE,6999
mneg__growth__other__re__no_bailout__none,148,100,48,FALSE,TRUE,7064
mneg__growth__other__re__y2004_2008__none,148,100,48,FALSE,TRUE,7021
mneg__growth__other__re__y2009_2013__none,148,100,48,FALSE,TRUE,6983
mneg__unemp__none__fe_country__all__n_cell,732,492,240,TRUE,TRUE,41033
mneg__unemp__none__fe_country__all__n_eff,732,492,240,TRUE,TRUE,41047
mneg__unemp__none__fe_country__all__none,732,492,240,TRUE,TRUE,41152
mneg__unemp__none__fe_country__all__pop,732,492,240,TRUE,TRUE,41516
mneg__unemp__none__fe_country__no_GR_ES__n_cell,732,492,240,TRUE,TRUE,41223
mneg__unemp__none__fe_country__no_GR_ES__n_eff,732,492,240,TRUE,TRUE,41189
mneg__unemp__none__fe_country__no_GR_ES__none,732,492,240,TRUE,TRUE,41151
mneg__unemp__none__fe_country__no_GR_ES__pop,732,492,240,TRUE,TRUE,41531
mneg__unemp__none__fe_country__no_bailout__n_cell,732,492,240,TRUE,TRUE,41382
mneg__unemp__none__fe_country__no_bailout__n_eff,732,492,240,TRUE,TRUE,41306
mneg__unemp__none__fe_country__no_bailout__none,732,492,240,TRUE,TRUE,40998
mneg__unemp__none__fe_country__no_bailout__pop,732,492,240,TRUE,TRUE,41525
mneg__unemp__none__fe_country__y2004_2008__n_cell,732,396,240,TRUE,TRUE,34060
mneg__unemp__none__fe_country__y2004_2008__n_eff,732,396,240,TRUE,TRUE,34073
mneg__unemp__none__fe_country__y2004_2008__none,732,396,240,TRUE,TRUE,33989
mneg__unemp__none__fe_country__y2004_2008__pop,732,396,240,TRUE,TRUE,34072
mneg__unemp__none__fe_country__y2009_2013__n_cell,732,492,240,TRUE,TRUE,41163
mneg__unemp__none__fe_country__y2009_2013__n_eff,732,492,240,TRUE,TRUE,41116
mneg__unemp__none__fe_country__y2009_2013__none,732,492,240,TRUE,TRUE,41150
