outcome_build,cell_weight,reg_weight,outcome,pred_form,copredictor,estimator,sample,estimate,se,statistic,df,n,r,positive_outcome,sig,supports_claim,r_ca,p
share,design,pop,mcosmo,log,none,fe_country,all,-0.06002394926738676,0.008821776684835107,-6.804065826169652,242,270,-0.4007280255465249,TRUE,TRUE,TRUE,-0.4007280255465249,7.928494549971136e-11
share,design,pop,mcosmo,log,none,fe_country,y2004_2008,-0.047783153546828515,0.013099841913269945,-3.6476129913006727,107,135,-0.3325575176364278,TRUE,TRUE,TRUE,-0.3325575176364278,4.107326347851166e-4
share,design,pop,mcosmo,log,none,fe_country,y2009_2013,-0.12611399903556364,0.022687203095294213,-5.558816505756156,107,135,-0.47336867031176255,TRUE,TRUE,TRUE,-0.47336867031176255,2.0111518613356664e-7
share,design,pop,mcosmo,log,none,fe_country,no_bailout,-0.03632736815238875,0.011821950213157241,-3.072874398672243,170,190,-0.229394015917838,TRUE,TRUE,TRUE,-0.229394015917838,0.0024698804297437725
share,design,pop,mcosmo,log,none,fe_country,no_GR_ES,-0.042768466774805856,0.009913881695507516,-4.313998097655979,224,250,-0.27696512164227377,TRUE,TRUE,TRUE,-0.27696512164227377,2.4050705395082184e-5
share,design,pop,mcosmo,log,none,pooled_cl,all,0.026768965268369804,0.04160296469722768,0.6434388862232605,268,270,0.039273961574888445,TRUE,FALSE,FALSE,0.039273961574888445,0.5204895499777795
share,design,pop,mcosmo,log,none,pooled_cl,y2004_2008,0.09674625097857614,0.05702809036605933,1.6964666072030241,133,135,0.14553610386983146,TRUE,FALSE,FALSE,0.14553610386983146,0.09213683721154106
share,design,pop,mcosmo,log,none,pooled_cl,y2009_2013,0.0032207037916922587,0.027403379738588446,0.11752943696784161,133,135,0.01019056547651204,TRUE,FALSE,FALSE,0.01019056547651204,0.9066178219293195
share,design,pop,mcosmo,log,none,pooled_cl,no_bailout,0.10086416658116804,0.04336792699498532,2.325777909394449,188,190,0.16723594507274703,TRUE,TRUE,FALSE,0.16723594507274703,0.02109708661140097
share,design,pop,mcosmo,log,none,pooled_cl,no_GR_ES,0.0744265532492232,0.04363357119678242,1.7057176666463525,248,250,0.10768336507698269,TRUE,FALSE,FALSE,0.10768336507698269,0.08931267922966635
share,design,pop,mcosmo,log,growth,fe_twoway,all,-0.02989612854660586,0.00794289851682902,-3.763881470128748,232,270,-0.23989499932060018,TRUE,TRUE,TRUE,-0.23989499932060018,2.1199699981836245e-4
share,design,pop,mcosmo,log,growth,fe_twoway,y2004_2008,-0.047624349378990814,0.016825157197074916,-2.8305440966263538,102,135,-0.26986709538798104,TRUE,TRUE,TRUE,-0.26986709538798104,0.005597863753779264
share,design,pop,mcosmo,log,growth,fe_twoway,y2009_2013,-0.07121860530972489,0.018479718092852798,-3.853879423478291,102,135,-0.3565162495998987,TRUE,TRUE,TRUE,-0.3565162495998987,2.0347563448999952e-4
share,design,pop,mcosmo,log,growth,fe_twoway,no_bailout,-0.0262075852770263,0.009982541690404346,-2.6253419309250843,160,190,-0.2032205248190722,TRUE,TRUE,TRUE,-0.2032205248190722,0.009495804888909092
share,design,pop,mcosmo,log,growth,fe_twoway,no_GR_ES,-0.025677058440022445,0.008445824893140004,-3.040207293532483,214,250,-0.2034765696274748,TRUE,TRUE,TRUE,-0.2034765696274748,0.0026590706489596255
share,design,pop,mcosmo,log,growth,fe_country,all,-0.05714525422870983,0.009262844265302833,-6.169298823555419,241,270,-0.3693063871683939,TRUE,TRUE,TRUE,-0.3693063871683939,2.8765801445870534e-9
